Employee_ID,Rank,Name,Branch,Pool,Entry_type,8_yr_avg_eval,Appointment_history,Training_history,Promotion_history,promotion_status,DOB,current_appointment,appointed_since
200776,Commander,Orin Voss,Engineering,Near Earth,Cadet,76.06,"Div Officer RS Nova (04 JAN 2007 - 04 JUL 2011), Instructor - Enlisted Technical School (04 JUL 2011 - 04 JUL 2016), Head of Deptt CS Horizon (04 OCT 2016 - 04 JUL 2020), Dy Director R&D - Energy Systems / Post 4 (04 JUL 2021 -  )","Engineering Specialization Course (04 JUL 2006 - 04 JAN 2007), Head of Department Refresher Course (04 JUL 2016 - 04 OCT 2016), Staff Course (Command and Staff College) (04 JUL 2020 - 04 JUN 2021)","Lieutenant (jg)(04 JUL 2006 - 04 JUL 2011), Lieutenant(04 JUL 2011 - 04 JUL 2016), Lieutenant Commander(04 JUL 2016 - 04 JUL 2021), Commander(04 JUL 2021 -  )",0,12/06/1926,Dy Director R&D - Energy Systems / Post 4,04-Jul-21
200777,Commander,Sela Lor,Engineering,Planetary Surface,Cadet,70.37,"Div Officer USS Endeavour (07 SEP 2003 - 07 MAR 2008), Instructor - Fleet Technical Training Center (07 MAR 2008 - 07 MAR 2013), Head of Deptt ISS Meridian (07 JUN 2013 - 07 MAR 2017), Manager Fleet Maintenance Wing Alpha / Post 7 (07 MAR 2018 -  )","Engineering Specialization Course (07 MAR 2003 - 07 SEP 2003), Head of Department Refresher Course (07 MAR 2013 - 07 JUN 2013), Staff Course (Command and Staff College) (07 MAR 2017 - 07 FEB 2018)","Lieutenant (jg)(07 MAR 2003 - 07 MAR 2008), Lieutenant(07 MAR 2008 - 07 MAR 2013), Lieutenant Commander(07 MAR 2013 - 07 MAR 2018), Commander(07 MAR 2018 -  )",0,26/12/1907,Manager Fleet Maintenance Wing Alpha / Post 7,07-Mar-18
200778,Commander,Lirin Pax,Engineering,Near Earth,Cadet,77.18,"Div Officer RS Daedalus (05 SEP 2006 - 05 MAR 2011), Instructor - Starfleet Science Academy (05 MAR 2011 - 05 MAR 2014), Head of Deptt USS Invictus (05 JUN 2016 - 05 MAR 2020), Manager Planetary Repair Depot One / Post 4 (05 MAR 2021 -  )","Engineering Specialization Course (05 MAR 2006 - 05 SEP 2006), Masters in Starship Engineering (05 MAR 2014 - 05 MAR 2016), Head of Department Refresher Course (05 MAR 2016 - 05 JUN 2016), Staff Course (Command and Staff College) (05 MAR 2020 - 05 FEB 2021)","Lieutenant (jg)(05 MAR 2006 - 05 MAR 2011), Lieutenant(05 MAR 2011 - 05 MAR 2016), Lieutenant Commander(05 MAR 2016 - 05 MAR 2021), Commander(05 MAR 2021 -  )",0,10/08/1905,Manager Planetary Repair Depot One / Post 4,05-Mar-21
200779,Commander,Orin Dax,Tactical Systems,Near Earth,Cadet,75.05,"Div Officer CS Atlantis (28 JAN 2005 - 28 JUL 2009), Instructor - Enlisted Technical School (28 JUL 2009 - 28 JUL 2014), Head of Deptt ISS Nova (28 OCT 2014 - 28 JUL 2018), Staff Officer Field HQ - Tactical Systems / Post 15 (28 JUL 2019 -  )","Tactical Systems Specialization Course (28 JUL 2004 - 28 JAN 2005), Head of Department Refresher Course (28 JUL 2014 - 28 OCT 2014), Staff Course (Command and Staff College) (28 JUL 2018 - 28 JUN 2019)","Lieutenant (jg)(28 JUL 2004 - 28 JUL 2009), Lieutenant(28 JUL 2009 - 28 JUL 2014), Lieutenant Commander(28 JUL 2014 - 28 JUL 2019), Commander(28 JUL 2019 -  )",0,30/03/1927,Staff Officer Field HQ - Tactical Systems / Post 15,28-Jul-19
200780,Commander,Sela Lox,Engineering,Near Earth,Graduate,75.64,"Div Officer USS Aegis (08 OCT 2007 - 08 APR 2012), Instructor - Advanced Systems College (08 APR 2012 - 08 APR 2015), Head of Deptt SS Nova (08 JUL 2017 - 08 APR 2021), Dy Director R&D - Tactical AI / Post 2 (08 APR 2022 -  )","Engineering Specialization Course (08 APR 2007 - 08 OCT 2007), Masters in Starship Engineering (08 APR 2015 - 08 APR 2017), Head of Department Refresher Course (08 APR 2017 - 08 JUL 2017), Staff Course (Command and Staff College) (08 APR 2021 - 08 MAR 2022)","Lieutenant (jg)(08 APR 2007 - 08 APR 2012), Lieutenant(08 APR 2012 - 08 APR 2017), Lieutenant Commander(08 APR 2017 - 08 APR 2022), Commander(08 APR 2022 -  )",0,23/08/1906,Dy Director R&D - Tactical AI / Post 2,08-Apr-22
200781,Commander,Galen Sarek,Engineering,Planetary Surface,Cadet,73.14,"Div Officer USS Intrepid (14 FEB 2006 - 14 AUG 2010), Instructor - Warp Technology Institute (14 AUG 2010 - 14 AUG 2013), Head of Deptt ISS Horizon (14 NOV 2015 - 14 AUG 2019), Manager Hull Repair Yard Beta / Post 6 (14 AUG 2020 -  )","Engineering Specialization Course (14 AUG 2005 - 14 FEB 2006), Masters in Starship Engineering (14 AUG 2013 - 14 AUG 2015), Head of Department Refresher Course (14 AUG 2015 - 14 NOV 2015), Staff Course (Command and Staff College) (14 AUG 2019 - 14 JUL 2020)","Lieutenant (jg)(14 AUG 2005 - 14 AUG 2010), Lieutenant(14 AUG 2010 - 14 AUG 2015), Lieutenant Commander(14 AUG 2015 - 14 AUG 2020), Commander(14 AUG 2020 -  )",0,05/04/1909,Manager Hull Repair Yard Beta / Post 6,14-Aug-20
200782,Commander,Xan Vant,Tactical Systems,Near Earth,Graduate,77.82,"Div Officer USS Invictus (07 APR 2004 - 07 OCT 2008), Instructor - Warp Technology Institute (07 OCT 2008 - 07 OCT 2013), Head of Deptt USS Tempest (07 JAN 2014 - 07 OCT 2017), Dy Director R&D - Energy Systems / Post 5 (07 OCT 2018 -  )","Tactical Systems Specialization Course (07 OCT 2003 - 07 APR 2004), Head of Department Refresher Course (07 OCT 2013 - 07 JAN 2014), Staff Course (Command and Staff College) (07 OCT 2017 - 07 SEP 2018)","Lieutenant (jg)(07 OCT 2003 - 07 OCT 2008), Lieutenant(07 OCT 2008 - 07 OCT 2013), Lieutenant Commander(07 OCT 2013 - 07 OCT 2018), Commander(07 OCT 2018 -  )",0,01/03/1926,Dy Director R&D - Energy Systems / Post 5,07-Oct-18
200783,Commander,Xan Janus,Engineering,Near Earth,Cadet,71.15,"Div Officer RS Daedalus (07 APR 2008 - 07 OCT 2012), Instructor - Starfleet Engineering Academy (07 OCT 2012 - 07 OCT 2017), Head of Deptt ISS Nova (07 JAN 2018 - 07 OCT 2021), Manager Dockyard Complex Two / Post 7 (07 OCT 2022 -  )","Engineering Specialization Course (07 OCT 2007 - 07 APR 2008), Head of Department Refresher Course (07 OCT 2017 - 07 JAN 2018), Staff Course (Command and Staff College) (07 OCT 2021 - 07 SEP 2022)","Lieutenant (jg)(07 OCT 2007 - 07 OCT 2012), Lieutenant(07 OCT 2012 - 07 OCT 2017), Lieutenant Commander(07 OCT 2017 - 07 OCT 2022), Commander(07 OCT 2022 -  )",2,23/04/1928,Manager Dockyard Complex Two / Post 7,07-Oct-22
200784,Commander,Ari Dax,Engineering,Near Earth,Graduate,71.66,"Div Officer ISS Meridian (08 APR 2006 - 08 OCT 2010), Instructor - Starfleet Engineering Academy (08 OCT 2010 - 08 OCT 2015), Head of Deptt RS Atlantis (08 JAN 2016 - 08 OCT 2019), Manager Fleet Maintenance Wing Beta / Post 3 (08 OCT 2020 -  )","Engineering Specialization Course (08 OCT 2005 - 08 APR 2006), Head of Department Refresher Course (08 OCT 2015 - 08 JAN 2016), Staff Course (Command and Staff College) (08 OCT 2019 - 08 SEP 2020)","Lieutenant (jg)(08 OCT 2005 - 08 OCT 2010), Lieutenant(08 OCT 2010 - 08 OCT 2015), Lieutenant Commander(08 OCT 2015 - 08 OCT 2020), Commander(08 OCT 2020 -  )",0,13/01/1908,Manager Fleet Maintenance Wing Beta / Post 3,08-Oct-20
200785,Commander,Lara Bex,Engineering,Near Earth,Cadet,75.24,"Div Officer CS Gateway (04 MAY 2006 - 04 NOV 2010), Instructor - Starfleet Engineering Academy (04 NOV 2010 - 04 NOV 2015), Head of Deptt ISS Nova (04 FEB 2016 - 04 NOV 2019), Staff Officer Field HQ - Engineering / Post 10 (04 NOV 2020 -  )","Engineering Specialization Course (04 NOV 2005 - 04 MAY 2006), Head of Department Refresher Course (04 NOV 2015 - 04 FEB 2016), Staff Course (Command and Staff College) (04 NOV 2019 - 04 OCT 2020)","Lieutenant (jg)(04 NOV 2005 - 04 NOV 2010), Lieutenant(04 NOV 2010 - 04 NOV 2015), Lieutenant Commander(04 NOV 2015 - 04 NOV 2020), Commander(04 NOV 2020 -  )",0,05/12/1933,Staff Officer Field HQ - Engineering / Post 10,04-Nov-20
200786,Commander,Elaan Taran,Tactical Systems,Near Earth,Graduate,70.79,"Div Officer SS Nova (28 OCT 2003 - 28 APR 2008), Dy Manager Fleet Maintenance Wing Alpha (28 APR 2008 - 28 APR 2011), Head of Deptt SS Titan (28 JUL 2013 - 28 APR 2017), Staff Officer Field HQ - Tactical Systems / Post 16 (28 APR 2018 -  )","Tactical Systems Specialization Course (28 APR 2003 - 28 OCT 2003), Masters in Starship Engineering (28 APR 2011 - 28 APR 2013), Head of Department Refresher Course (28 APR 2013 - 28 JUL 2013), Staff Course (Command and Staff College) (28 APR 2017 - 28 MAR 2018)","Lieutenant (jg)(28 APR 2003 - 28 APR 2008), Lieutenant(28 APR 2008 - 28 APR 2013), Lieutenant Commander(28 APR 2013 - 28 APR 2018), Commander(28 APR 2018 -  )",0,21/02/1935,Staff Officer Field HQ - Tactical Systems / Post 16,28-Apr-18
200787,Commander,Galen Khan,Tactical Systems,Near Earth,Cadet,73.32,"Div Officer ISS Atlantis (14 MAR 2007 - 14 SEP 2011), Instructor - Starfleet Science Academy (14 SEP 2011 - 14 SEP 2014), Head of Deptt CS Meridian (14 DEC 2016 - 14 SEP 2020), Manager Planetary Repair Depot Two / Post 7 (14 SEP 2021 -  )","Tactical Systems Specialization Course (14 SEP 2006 - 14 MAR 2007), Masters in Starship Engineering (14 SEP 2014 - 14 SEP 2016), Head of Department Refresher Course (14 SEP 2016 - 14 DEC 2016), Staff Course (Command and Staff College) (14 SEP 2020 - 14 AUG 2021)","Lieutenant (jg)(14 SEP 2006 - 14 SEP 2011), Lieutenant(14 SEP 2011 - 14 SEP 2016), Lieutenant Commander(14 SEP 2016 - 14 SEP 2021), Commander(14 SEP 2021 -  )",0,16/03/1926,Manager Planetary Repair Depot Two / Post 7,14-Sep-21
200788,Commander,Sel Sarek,Science,Near Earth,Graduate,71.73,"Staff Officer R&D - Warp Field Dynamics (02 NOV 2008 - 02 NOV 2013), Training Officer - Enlisted Technical School (02 NOV 2013 - 02 NOV 2017), Dy Director R&D - Stealth Systems / Post 3 (02 NOV 2018 -  )","Masters in Applied Sciences (02 NOV 2003 - 02 NOV 2005), PhD in Advanced Starfleet Sciences (02 NOV 2005 - 02 NOV 2008), Staff Course (Command and Staff College) (02 NOV 2017 - 02 OCT 2018)","Lieutenant (jg)(02 NOV 2003 - 02 NOV 2008), Lieutenant(02 NOV 2008 - 02 NOV 2013), Lieutenant Commander(02 NOV 2013 - 02 NOV 2018), Commander(02 NOV 2018 -  )",0,22/03/1935,Dy Director R&D - Stealth Systems / Post 3,02-Nov-18
200789,Commander,Ari Marin,Tactical Systems,Near Earth,Graduate,73.12,"Div Officer RS Atlantis (17 MAR 2004 - 17 SEP 2008), Instructor - Enlisted Technical School (17 SEP 2008 - 17 SEP 2011), Head of Deptt SS Daedalus (17 DEC 2013 - 17 SEP 2017), Staff Officer Field HQ - Tactical Systems / Post 17 (17 SEP 2018 -  )","Tactical Systems Specialization Course (17 SEP 2003 - 17 MAR 2004), Masters in Starship Engineering (17 SEP 2011 - 17 SEP 2013), Head of Department Refresher Course (17 SEP 2013 - 17 DEC 2013), Staff Course (Command and Staff College) (17 SEP 2017 - 17 AUG 2018)","Lieutenant (jg)(17 SEP 2003 - 17 SEP 2008), Lieutenant(17 SEP 2008 - 17 SEP 2013), Lieutenant Commander(17 SEP 2013 - 17 SEP 2018), Commander(17 SEP 2018 -  )",0,02/08/1908,Staff Officer Field HQ - Tactical Systems / Post 17,17-Sep-18
200790,Commander,Rysa Vant,Tactical Systems,Near Earth,Cadet,72.89,"Div Officer ISS Pioneer (27 MAY 2004 - 27 NOV 2008), Dy Manager Dockyard Complex One (27 NOV 2008 - 27 NOV 2013), Head of Deptt USS Eclipse (27 FEB 2014 - 27 NOV 2017), Manager Systems Maintenance Group Prime / Post 7 (27 NOV 2018 -  )","Tactical Systems Specialization Course (27 NOV 2003 - 27 MAY 2004), Head of Department Refresher Course (27 NOV 2013 - 27 FEB 2014), Staff Course (Command and Staff College) (27 NOV 2017 - 27 OCT 2018)","Lieutenant (jg)(27 NOV 2003 - 27 NOV 2008), Lieutenant(27 NOV 2008 - 27 NOV 2013), Lieutenant Commander(27 NOV 2013 - 27 NOV 2018), Commander(27 NOV 2018 -  )",0,03/11/1907,Manager Systems Maintenance Group Prime / Post 7,27-Nov-18
200791,Commander,Jorah Korin,Engineering,Galactic,Cadet,80.27,"Div Officer CS Horizon (02 FEB 2007 - 02 AUG 2011), Instructor - Enlisted Technical School (02 AUG 2011 - 02 AUG 2014), Head of Deptt USS Defiant (02 NOV 2016 - 02 AUG 2020), Staff Officer Field HQ - Engineering / Post 11 (02 AUG 2021 -  )","Engineering Specialization Course (02 AUG 2006 - 02 FEB 2007), Masters in Starship Engineering (02 AUG 2014 - 02 AUG 2016), Head of Department Refresher Course (02 AUG 2016 - 02 NOV 2016), Staff Course (Command and Staff College) (02 AUG 2020 - 02 JUL 2021)","Lieutenant (jg)(02 AUG 2006 - 02 AUG 2011), Lieutenant(02 AUG 2011 - 02 AUG 2016), Lieutenant Commander(02 AUG 2016 - 02 AUG 2021), Commander(02 AUG 2021 -  )",0,22/12/1908,Staff Officer Field HQ - Engineering / Post 11,02-Aug-21
200792,Commander,Jarek Marin,Tactical Systems,Near Earth,Graduate,73.59,"Div Officer CS Horizon (01 MAY 2005 - 01 NOV 2009), Dy Manager Systems Maintenance Group Prime (01 NOV 2009 - 01 NOV 2012), Head of Deptt CS Genesis (01 FEB 2015 - 01 NOV 2018), Manager Fleet Maintenance Wing Beta / Post 4 (01 NOV 2019 -  )","Tactical Systems Specialization Course (01 NOV 2004 - 01 MAY 2005), Masters in Starship Engineering (01 NOV 2012 - 01 NOV 2014), Head of Department Refresher Course (01 NOV 2014 - 01 FEB 2015), Staff Course (Command and Staff College) (01 NOV 2018 - 01 OCT 2019)","Lieutenant (jg)(01 NOV 2004 - 01 NOV 2009), Lieutenant(01 NOV 2009 - 01 NOV 2014), Lieutenant Commander(01 NOV 2014 - 01 NOV 2019), Commander(01 NOV 2019 -  )",0,10/09/1908,Manager Fleet Maintenance Wing Beta / Post 4,01-Nov-19
200793,Commander,Xan Zal,Engineering,Near Earth,Graduate,82.23,"Div Officer SS Horizon (10 JAN 2007 - 10 JUL 2011), Instructor - Enlisted Technical School (10 JUL 2011 - 10 JUL 2014), Head of Deptt RS Daedalus (10 OCT 2016 - 10 JUL 2020), Manager Hull Repair Yard Alpha / Post 6 (10 JUL 2021 -  )","Engineering Specialization Course (10 JUL 2006 - 10 JAN 2007), Masters in Starship Engineering (10 JUL 2014 - 10 JUL 2016), Head of Department Refresher Course (10 JUL 2016 - 10 OCT 2016), Staff Course (Command and Staff College) (10 JUL 2020 - 10 JUN 2021)","Lieutenant (jg)(10 JUL 2006 - 10 JUL 2011), Lieutenant(10 JUL 2011 - 10 JUL 2016), Lieutenant Commander(10 JUL 2016 - 10 JUL 2021), Commander(10 JUL 2021 -  )",0,12/11/1932,Manager Hull Repair Yard Alpha / Post 6,10-Jul-21
200794,Commander,Galen Taran,Engineering,Near Earth,Cadet,80.2,"Div Officer CS Prometheus (26 MAR 2008 - 26 SEP 2012), Instructor - Starfleet Hull School (26 SEP 2012 - 26 SEP 2017), Head of Deptt USS Helios (26 DEC 2017 - 26 SEP 2021), Staff Officer Field HQ - Engineering / Post 12 (26 SEP 2022 -  )","Engineering Specialization Course (26 SEP 2007 - 26 MAR 2008), Head of Department Refresher Course (26 SEP 2017 - 26 DEC 2017), Staff Course (Command and Staff College) (26 SEP 2021 - 26 AUG 2022)","Lieutenant (jg)(26 SEP 2007 - 26 SEP 2012), Lieutenant(26 SEP 2012 - 26 SEP 2017), Lieutenant Commander(26 SEP 2017 - 26 SEP 2022), Commander(26 SEP 2022 -  )",0,05/02/1933,Staff Officer Field HQ - Engineering / Post 12,26-Sep-22
200795,Commander,Jarek Pax,Hull Systems,Near Earth,Cadet,74.8,"Asst Manager Starbase Support Command Delta (14 JUL 2003 - 14 JAN 2008), Dy Manager Hull Repair Yard Alpha (14 JAN 2008 - 14 JAN 2011), Dy Manager Dockyard Complex Two (14 JAN 2013 - 14 JAN 2017), Dy Director R&D - Energy Systems / Post 6 (14 JAN 2018 -  )","Hull Systems Specialization Course (14 JAN 2003 - 14 JUL 2003), Masters in Starship Engineering (14 JAN 2011 - 14 JAN 2013), Staff Course (Command and Staff College) (14 JAN 2017 - 14 DEC 2017)","Lieutenant (jg)(14 JAN 2003 - 14 JAN 2008), Lieutenant(14 JAN 2008 - 14 JAN 2013), Lieutenant Commander(14 JAN 2013 - 14 JAN 2018), Commander(14 JAN 2018 -  )",0,08/05/1935,Dy Director R&D - Energy Systems / Post 6,14-Jan-18
200796,Commander,Phlox Pax,Tactical Systems,Near Earth,Cadet,75.84,"Div Officer ISS Nova (04 MAR 2007 - 04 SEP 2011), Instructor - Enlisted Technical School (04 SEP 2011 - 04 SEP 2016), Head of Deptt USS Phoenix (04 DEC 2016 - 04 SEP 2020), Dy Director SFHQ - Capability Planning / Post 4 (04 SEP 2021 -  )","Tactical Systems Specialization Course (04 SEP 2006 - 04 MAR 2007), Head of Department Refresher Course (04 SEP 2016 - 04 DEC 2016), Staff Course (Command and Staff College) (04 SEP 2020 - 04 AUG 2021)","Lieutenant (jg)(04 SEP 2006 - 04 SEP 2011), Lieutenant(04 SEP 2011 - 04 SEP 2016), Lieutenant Commander(04 SEP 2016 - 04 SEP 2021), Commander(04 SEP 2021 -  )",0,20/05/1931,Dy Director SFHQ - Capability Planning / Post 4,04-Sep-21
200797,Commander,Zorin Marin,Tactical Systems,Near Earth,Cadet,75.61,"Div Officer CS Meridian (26 MAY 2004 - 26 NOV 2008), Instructor - Systems Design College (26 NOV 2008 - 26 NOV 2013), Head of Deptt SS Gateway (26 FEB 2014 - 26 NOV 2017), Dy Director R&D - Stealth Systems / Post 4 (26 NOV 2018 -  )","Tactical Systems Specialization Course (26 NOV 2003 - 26 MAY 2004), Head of Department Refresher Course (26 NOV 2013 - 26 FEB 2014), Staff Course (Command and Staff College) (26 NOV 2017 - 26 OCT 2018)","Lieutenant (jg)(26 NOV 2003 - 26 NOV 2008), Lieutenant(26 NOV 2008 - 26 NOV 2013), Lieutenant Commander(26 NOV 2013 - 26 NOV 2018), Commander(26 NOV 2018 -  )",0,23/08/1907,Dy Director R&D - Stealth Systems / Post 4,26-Nov-18
200798,Commander,Varis Tal,Tactical Systems,Near Earth,Cadet,75.25,"Div Officer RS Gateway (25 APR 2007 - 25 OCT 2011), Instructor - Fleet Technical Training Center (25 OCT 2011 - 25 OCT 2016), Head of Deptt USS Dauntless (25 JAN 2017 - 25 OCT 2020), Manager Dockyard Complex Two / Post 8 (25 OCT 2021 -  )","Tactical Systems Specialization Course (25 OCT 2006 - 25 APR 2007), Head of Department Refresher Course (25 OCT 2016 - 25 JAN 2017), Staff Course (Command and Staff College) (25 OCT 2020 - 25 SEP 2021)","Lieutenant (jg)(25 OCT 2006 - 25 OCT 2011), Lieutenant(25 OCT 2011 - 25 OCT 2016), Lieutenant Commander(25 OCT 2016 - 25 OCT 2021), Commander(25 OCT 2021 -  )",1,29/12/1932,Manager Dockyard Complex Two / Post 8,25-Oct-21
200799,Commander,Lirin Zal,Engineering,Near Earth,Cadet,77.71,"Div Officer CS Horizon (22 NOV 2007 - 22 MAY 2012), Instructor - Fleet Technical Training Center (22 MAY 2012 - 22 MAY 2017), Head of Deptt CS Daedalus (22 AUG 2017 - 22 MAY 2021), Manager Starbase Support Command Gamma / Post 7 (22 MAY 2022 -  )","Engineering Specialization Course (22 MAY 2007 - 22 NOV 2007), Head of Department Refresher Course (22 MAY 2017 - 22 AUG 2017), Staff Course (Command and Staff College) (22 MAY 2021 - 22 APR 2022)","Lieutenant (jg)(22 MAY 2007 - 22 MAY 2012), Lieutenant(22 MAY 2012 - 22 MAY 2017), Lieutenant Commander(22 MAY 2017 - 22 MAY 2022), Commander(22 MAY 2022 -  )",0,07/08/1906,Manager Starbase Support Command Gamma / Post 7,22-May-22
200800,Commander,Nyota Tyre,Engineering,Near Earth,Cadet,75.87,"Div Officer USS Prometheus (10 DEC 2005 - 10 JUN 2010), Instructor - Enlisted Technical School (10 JUN 2010 - 10 JUN 2013), Head of Deptt CS Prometheus (10 SEP 2015 - 10 JUN 2019), Dy Director SFHQ - Strategic Planning / Post 3 (10 JUN 2020 -  )","Engineering Specialization Course (10 JUN 2005 - 10 DEC 2005), Masters in Starship Engineering (10 JUN 2013 - 10 JUN 2015), Head of Department Refresher Course (10 JUN 2015 - 10 SEP 2015), Staff Course (Command and Staff College) (10 JUN 2019 - 10 MAY 2020)","Lieutenant (jg)(10 JUN 2005 - 10 JUN 2010), Lieutenant(10 JUN 2010 - 10 JUN 2015), Lieutenant Commander(10 JUN 2015 - 10 JUN 2020), Commander(10 JUN 2020 -  )",0,12/01/1909,Dy Director SFHQ - Strategic Planning / Post 3,10-Jun-20
200801,Commander,Elaan Eron,Engineering,Near Earth,Graduate,72.84,"Div Officer SS Horizon (14 JUN 2005 - 14 DEC 2009), Instructor - Enlisted Technical School (14 DEC 2009 - 14 DEC 2012), Head of Deptt USS Endeavour (14 MAR 2015 - 14 DEC 2018), Staff Officer Field HQ - Engineering / Post 13 (14 DEC 2019 -  )","Engineering Specialization Course (14 DEC 2004 - 14 JUN 2005), Masters in Starship Engineering (14 DEC 2012 - 14 DEC 2014), Head of Department Refresher Course (14 DEC 2014 - 14 MAR 2015), Staff Course (Command and Staff College) (14 DEC 2018 - 14 NOV 2019)","Lieutenant (jg)(14 DEC 2004 - 14 DEC 2009), Lieutenant(14 DEC 2009 - 14 DEC 2014), Lieutenant Commander(14 DEC 2014 - 14 DEC 2019), Commander(14 DEC 2019 -  )",0,21/07/1929,Staff Officer Field HQ - Engineering / Post 13,14-Dec-19
200802,Commander,Elaan Lor,Engineering,Near Earth,Cadet,76.62,"Div Officer SS Genesis (07 MAR 2008 - 07 SEP 2012), Staff Officer Field HQ - Engineering (07 SEP 2012 - 07 SEP 2017), Head of Deptt SS Atlantis (07 DEC 2017 - 07 SEP 2021), Staff Officer Field HQ - Engineering / Post 14 (07 SEP 2022 -  )","Engineering Specialization Course (07 SEP 2007 - 07 MAR 2008), Head of Department Refresher Course (07 SEP 2017 - 07 DEC 2017), Staff Course (Command and Staff College) (07 SEP 2021 - 07 AUG 2022)","Lieutenant (jg)(07 SEP 2007 - 07 SEP 2012), Lieutenant(07 SEP 2012 - 07 SEP 2017), Lieutenant Commander(07 SEP 2017 - 07 SEP 2022), Commander(07 SEP 2022 -  )",0,22/09/1931,Staff Officer Field HQ - Engineering / Post 14,07-Sep-22
200803,Commander,Lirin Marin,Hull Systems,Near Earth,Cadet,75.7,"Staff Officer R&D - Tactical AI (16 MAY 2007 - 16 NOV 2011), Staff Officer Field HQ - Hull Systems (16 NOV 2011 - 16 NOV 2016), Instructor - Fleet Technical Training Center (16 NOV 2016 - 16 NOV 2020), Manager Dockyard Complex Two / Post 9 (16 NOV 2021 -  )","Hull Systems Specialization Course (16 NOV 2006 - 16 MAY 2007), Staff Course (Command and Staff College) (16 NOV 2020 - 16 OCT 2021)","Lieutenant (jg)(16 NOV 2006 - 16 NOV 2011), Lieutenant(16 NOV 2011 - 16 NOV 2016), Lieutenant Commander(16 NOV 2016 - 16 NOV 2021), Commander(16 NOV 2021 -  )",0,28/05/1928,Manager Dockyard Complex Two / Post 9,16-Nov-21
